ProjectID,Date_pv,"Hour (Eastern Time, Daylight-Adjusted)",Electricity Generated,Capacity Factor,longitude_pv,latitude_pv,PV_Hour_Orig,DateTime,PV_Hour_From24,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,terrestrial_radiation,latitude_wx,longitude_wx,Year,Month,Day,Hour,Date_wx,Date,dt_hour_local_naive,wind_gusts_10m_pred,vapour_pressure_deficit_pred,relative_humidity_2m_pred,temperature_2m_pred,cloud_cover_low_pred,snow_depth_pred,dew_point_2m_pred,surface_pressure_pred,precipitation_pred,wind_speed_100m_pred,global_tilted_irradiance_pred,date
172.0,2020-01-01,0.0,0.0,0.0,-73.7213284,41.2183292,0.0,2020-01-01 00:00:00,0.0,35.5991,92.41987,33.6191,28.861423,0.0,0.0,0.0,0.0,992.1148,21.0,0.0,0.0,20.0,0.05365479,7.5031257,14.547381,259.69522,268.23764,14.764199,0.0,0.0,0.0,0.0,0.0,0.0,41.2183292,-73.7213284,2020.0,1.0,1.0,0.0,2020-01-01,2020-01-01,2020-01-01 00:00:00,,,,,,,,,,,,2020-01-01 00:00:00+00:00
172.0,2020-01-01,1.0,0.0,0.0,-73.7213284,41.2183292,1.0,2020-01-01 01:00:00,0.0,32.5391,91.31158,30.2891,25.316406,0.0,0.0,0.0,0.0,992.14325,60.0,0.0,0.0,60.0,0.054424584,7.4361324,15.226397,263.08887,272.52606,15.2116,0.0,0.0,0.0,0.0,0.0,0.0,41.2183292,-73.7213284,2020.0,1.0,1.0,1.0,2020-01-01,2020-01-01,2020-01-01 01:00:00,,,,,,,,,,,,2020-01-01 01:00:00+00:00
172.0,2020-01-01,2.0,0.0,0.0,-73.7213284,41.2183292,2.0,2020-01-01 02:00:00,0.0,31.4591,91.60615,29.2991,24.095201,0.0,0.0,0.0,0.0,992.01953,18.0,0.0,0.0,18.0,0.050338626,7.436133,15.316509,254.29129,263.29025,14.5405,0.0,0.0,0.0,0.0,0.0,0.0,41.2183292,-73.7213284,2020.0,1.0,1.0,2.0,2020-01-01,2020-01-01,2020-01-01 02:00:00,,,,,,,,,,,,2020-01-01 02:00:00+00:00
172.0,2020-01-01,3.0,0.0,0.0,-73.7213284,41.2183292,3.0,2020-01-01 03:00:00,0.0,31.3691,88.29288,28.3091,23.201134,0.0,0.0,0.0,0.0,992.7093,42.0,0.0,0.0,42.0,0.06995225,9.017635,17.6723,262.8751,270.0,17.896,0.0,0.0,0.0,0.0,0.0,0.0,41.2183292,-73.7213284,2020.0,1.0,1.0,3.0,2020-01-01,2020-01-01,2020-01-01 03:00:00,,,,,,,,,,,,2020-01-01 03:00:00+00:00
172.0,2020-01-01,4.0,0.0,0.0,-73.7213284,41.2183292,4.0,2020-01-01 04:00:00,0.0,31.4591,80.1857,26.0591,22.74134,0.0,0.0,0.0,0.0,992.71155,69.0,0.0,0.0,69.0,0.118819386,9.629499,18.125223,267.33704,271.4144,20.133,0.0,0.0,0.0,0.0,0.0,0.0,41.2183292,-73.7213284,2020.0,1.0,1.0,4.0,2020-01-01,2020-01-01,2020-01-01 04:00:00,,,,,,,,,,,,2020-01-01 04:00:00+00:00
172.0,2020-01-01,5.0,0.0,0.0,-73.7213284,41.2183292,5.0,2020-01-01 05:00:00,0.0,31.1891,74.65642,24.0791,22.417126,0.0,0.0,0.0,0.0,992.804,94.0,0.0,0.0,94.0,0.15031871,9.196219,17.226353,265.81516,269.25595,19.9093,0.0,0.0,0.0,0.0,0.0,0.0,41.2183292,-73.7213284,2020.0,1.0,1.0,5.0,2020-01-01,2020-01-01,2020-01-01 05:00:00,,,,,,,,,,,,2020-01-01 05:00:00+00:00
172.0,2020-01-01,6.0,0.0,0.0,-73.7213284,41.2183292,6.0,2020-01-01 06:00:00,0.0,31.2791,67.676575,21.8291,22.051943,0.0,0.0,0.0,0.0,993.00397,80.0,0.0,0.0,80.0,0.19240487,9.683911,17.694939,263.36758,267.10147,20.3567,0.0,0.0,0.0,0.0,0.0,0.0,41.2183292,-73.7213284,2020.0,1.0,1.0,6.0,2020-01-01,2020-01-01,2020-01-01 06:00:00,,,,,,,,,,,,2020-01-01 06:00:00+00:00
172.0,2020-01-01,7.0,0.0,0.0,-73.7213284,41.2183292,7.0,2020-01-01 07:00:00,0.0,30.5591,64.80545,20.119099,21.22314,0.0,0.0,0.0,0.0,993.38257,35.0,0.0,0.0,35.0,0.20346114,9.524998,17.540134,260.53775,264.14407,20.8041,0.0,0.0,0.0,0.0,0.0,0.0,41.2183292,-73.7213284,2020.0,1.0,1.0,7.0,2020-01-01,2020-01-01,2020-01-01 07:00:00,,,,,,,,,,,,2020-01-01 07:00:00+00:00
172.0,2020-01-01,8.0,0.0,0.0,-73.7213284,41.2183292,8.0,2020-01-01 08:00:00,0.0,31.9991,66.74466,22.1891,22.970875,0.0,0.0,0.0,0.0,994.00903,25.0,68.0,75.0,6.0,0.20379421,9.304414,17.054098,260.31128,265.48608,20.3567,0.0,0.0,0.0,0.0,0.0,0.0,41.2183292,-73.7213284,2020.0,1.0,1.0,8.0,2020-01-01,2020-01-01,2020-01-01 08:00:00,,,,,,,,,,,,2020-01-01 08:00:00+00:00
172.0,2020-01-01,9.0,2.0,0.5161290322580645,-73.7213284,41.2183292,9.0,2020-01-01 09:00:00,0.0,32.9891,64.38445,22.279099,24.210981,0.0,0.0,0.0,0.0,994.4276,6.0,3.0,4.0,0.0,0.22712514,8.7357645,15.851161,256.67545,261.0695,19.238201,13.0,4.0,9.0,48.26291,12.999998,56.560455,41.2183292,-73.7213284,2020.0,1.0,1.0,9.0,2020-01-01,2020-01-01,2020-01-01 09:00:00,,,,,,,,,,,,2020-01-01 09:00:00+00:00
